,subject,score,display,question,dimension,question_number,qdirection,item
10868,sub037,3.0,chs,# I use a password manager.,blocking,q07,forward,blocking_q07
10874,sub037,0.0,chs,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
10880,sub037,3.0,chs,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
10886,sub037,0.0,chs,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
10892,sub037,3.0,chs,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
10904,sub037,0.0,chs,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
10910,sub037,3.0,chs,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
10916,sub037,0.0,chs,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
10928,sub037,3.0,chs,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
10934,sub037,4.0,chs,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
10940,sub037,4.0,chs,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
10946,sub037,3.0,chs,# I clean my location log info.,hiding,q21,forward,hiding_q21
10952,sub037,0.0,chs,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
10958,sub037,4.0,chs,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
10964,sub037,0.0,chs,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
10970,sub037,4.0,chs,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
10976,sub037,3.0,chs,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
10982,sub037,1.0,chs,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
10988,sub037,4.0,chs,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
10994,sub037,2.0,chs,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
11000,sub037,1.0,chs,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
11006,sub037,0.0,chs,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
11012,sub037,0.0,chs,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
11018,sub037,3.0,chs,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
11024,sub037,2.0,chs,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
11030,sub037,3.0,chs,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
11036,sub037,4.0,chs,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
11046,sub038,0.0,chs,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
11052,sub038,3.0,chs,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
11058,sub038,1.0,chs,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
11070,sub038,1.0,chs,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
11076,sub038,0.0,chs,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
11088,sub038,2.0,chs,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
11100,sub038,2.0,chs,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
11106,sub038,1.0,chs,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
11112,sub038,2.0,chs,# I use a password manager.,blocking,q07,forward,blocking_q07
11124,sub038,2.0,chs,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
11130,sub038,1.0,chs,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
11136,sub038,1.0,chs,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
11142,sub038,0.0,chs,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
11148,sub038,1.0,chs,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
11160,sub038,3.0,chs,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
11166,sub038,2.0,chs,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
11172,sub038,1.0,chs,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
11178,sub038,1.0,chs,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
11184,sub038,2.0,chs,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
11190,sub038,3.0,chs,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
11196,sub038,1.0,chs,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
11202,sub038,1.0,chs,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
11208,sub038,1.0,chs,# I clean my location log info.,hiding,q21,forward,hiding_q21
11214,sub038,1.0,chs,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
11220,sub038,0.0,chs,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
11226,sub038,3.0,chs,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
11232,sub038,1.0,chs,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
11238,sub038,1.0,chs,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
11244,sub038,3.0,chs,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
11250,sub038,1.0,chs,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
11256,sub038,1.0,chs,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
11262,sub038,1.0,chs,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
11268,sub038,2.0,chs,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
11274,sub038,3.0,chs,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
11280,sub038,2.0,chs,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
11286,sub038,1.0,chs,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
11292,sub038,3.0,chs,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
11298,sub038,2.0,chs,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
11304,sub038,2.0,chs,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
11310,sub038,0.0,chs,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
11316,sub038,2.0,chs,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
11322,sub038,3.0,chs,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
11328,sub038,4.0,chs,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
11334,sub038,3.0,chs,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
11344,sub039,4.0,chs,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
11350,sub039,2.0,chs,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
11356,sub039,1.0,chs,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
11362,sub039,1.0,chs,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
11368,sub039,3.0,chs,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
11374,sub039,2.0,chs,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
11380,sub039,0.0,chs,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
11386,sub039,0.0,chs,# I clean my location log info.,hiding,q21,forward,hiding_q21
11392,sub039,1.0,chs,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
11404,sub039,3.0,chs,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
11410,sub039,0.0,chs,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
11422,sub039,3.0,chs,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
11428,sub039,1.0,chs,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
11434,sub039,3.0,chs,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
11440,sub039,0.0,chs,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
11452,sub039,1.0,chs,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
11458,sub039,3.0,chs,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
11470,sub039,3.0,chs,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
11476,sub039,3.0,chs,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
11482,sub039,1.0,chs,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
11488,sub039,1.0,chs,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
11494,sub039,0.0,chs,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
11500,sub039,4.0,chs,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
11506,sub039,1.0,chs,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
11512,sub039,0.0,chs,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
11518,sub039,0.0,chs,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
11524,sub039,1.0,chs,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
11530,sub039,4.0,chs,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
11536,sub039,2.0,chs,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
11542,sub039,1.0,chs,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
11548,sub039,1.0,chs,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
11554,sub039,1.0,chs,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
11560,sub039,4.0,chs,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
11566,sub039,3.0,chs,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
11572,sub039,1.0,chs,# I use a password manager.,blocking,q07,forward,blocking_q07
11578,sub039,0.0,chs,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
11584,sub039,1.0,chs,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
11590,sub039,1.0,chs,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
11596,sub039,0.0,chs,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
11608,sub039,1.0,chs,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
11614,sub039,2.0,chs,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
11620,sub039,1.0,chs,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
11626,sub039,1.0,chs,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
11632,sub039,1.0,chs,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
11642,sub040,4.0,chs,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
11648,sub040,0.0,chs,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
11654,sub040,4.0,chs,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
11660,sub040,4.0,chs,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
11666,sub040,0.0,chs,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
11672,sub040,0.0,chs,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
11684,sub040,4.0,chs,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
11690,sub040,0.0,chs,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
11696,sub040,3.0,chs,# I clean my location log info.,hiding,q21,forward,hiding_q21
11702,sub040,2.0,chs,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
11708,sub040,4.0,chs,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
11714,sub040,3.0,chs,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
11720,sub040,3.0,chs,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
11726,sub040,0.0,chs,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
11732,sub040,4.0,chs,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
